Name,Note ID,Notes,Description,Operator,Value,Multiple,Table Title,Table ID,Table Number,Source File,Chapter/Topic Full Path,Rule Hint
NAP.15,-,-,NAT layer without Native Vt devices is not allowed (exclude 24V/30V ESD GGNMOS).,-,-,,Native Vt PMOS Design Rules,3.2.35.137,137,fn706942645.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt PMOS Design Rules,
NAP.2,-,-,Minimum space between NAT and NAT.,>=,0.74,,Native Vt PMOS Design Rules,3.2.35.137,137,fn706942645.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt PMOS Design Rules,
NAP.3,-,-,"Minimum Poly2 gate dimension of 1.5V Native PMOS (for smaller Ch-L, Ioff will be higher).",>=,0.3,,Native Vt PMOS Design Rules,3.2.35.137,137,fn706942645.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt PMOS Design Rules,
NAP.4,-,-,"Minimum Poly2 gate dimension of 5V Native PMOS (for smaller Ch-L, Ioff will be higher).",>=,1.4,,Native Vt PMOS Design Rules,3.2.35.137,137,fn706942645.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt PMOS Design Rules,
NAP.5,-,-,Min. and Max. NAT enclosure Pcomp. (Exclude 12V/30V ESD SCR),=,0.26,,Native Vt PMOS Design Rules,3.2.35.137,137,fn706942645.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt PMOS Design Rules,
NAP.6,-,-,Minimum Poly2 extend beyond (Pcomp AND NAT).,>=,0.35,,Native Vt PMOS Design Rules,3.2.35.137,137,fn706942645.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt PMOS Design Rules,
NAP.7,-,-,Minimum NAT space to unrelated COMP (outside NAT).,>=,0.3,,Native Vt PMOS Design Rules,3.2.35.137,137,fn706942645.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt PMOS Design Rules,
NAP.8a,-,-,NAT PMOS outside DNWELL is not allowed. DNWELL enclosure of NAT for NAT PMOS.,=,2,,Native Vt PMOS Design Rules,3.2.35.137,137,fn706942645.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt PMOS Design Rules,
NAP.8b,-,-,Minimum NAT space to NWELL.,>=,1.2,,Native Vt PMOS Design Rules,3.2.35.137,137,fn706942645.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt PMOS Design Rules,
NAP.8c,-,-,"Minimum NAT space to NW1A, Schottky_diode. (Exclude 12V/30V ESD SCR)",>=,1.2,,Native Vt PMOS Design Rules,3.2.35.137,137,fn706942645.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt PMOS Design Rules,
NAP.8d,-,-,Minimum NAT space to PField or PF1VA (inside DNWELL).,>=,1.2,,Native Vt PMOS Design Rules,3.2.35.137,137,fn706942645.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt PMOS Design Rules,
NAP.8e,-,-,(1.5V Native PMOS with 5V Native PMOS) or (1.5V Native PMOS with NW1A) or (5V Native PMOS with NWELL) in same DNWELL is not allowed.,-,-,,Native Vt PMOS Design Rules,3.2.35.137,137,fn706942645.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt PMOS Design Rules,
NAP.9,-,-,NAT PMOS is not allowed to stay inside or cross over a Nwell/PField/NW1A/PF1VA.,-,-,,Native Vt PMOS Design Rules,3.2.35.137,137,fn706942645.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt PMOS Design Rules,
NAT.1,-,-,Minimum dimension of NAT.,>=,0.62,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.10,-,-,Two or more COMPs if connected to different potential are not allowed under same NAT layer.,-,-,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.11,-,-,Pcomp is not allowed to overlap NAT for NAT NMOS.,-,-,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.12,-,-,Min. DV2_D enclose NAT (for MV (5V) Native VT NMOS only) by.,>=,0,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.13,-,-,"Poly interconnect under ""NAT"" layer is not allowed. Min. spacing of unrelated poly from the NAT layer.",>=,0.3,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.14,-,-,"Ncomp not intersecting Poly2 is not allowed inside ""NAT"" layer (except native diode with DIODE_MK, 30V ESD GGNMOS, 12V/30V ESD SCR).",-,-,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.15,-,-,NAT layer without Native Vt devices is not allowed (exclude 24V/30V ESD GGNMOS).,-,-,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.16,190,[NOTE: These rules are not checked over ESF1*. ESF1 is for 5V ESF NAT Device (NMZ)],Min. PWHV enclose COMP guard ring for PWHV inside DNWELL case.,>=,2,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.17,190,[NOTE: These rules are not checked over ESF1*. ESF1 is for 5V ESF NAT Device (NMZ)],Min. DNWELL enclose PWHV.,>=,3.8,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.18,190,[NOTE: These rules are not checked over ESF1*. ESF1 is for 5V ESF NAT Device (NMZ)],PWHV to Ncomp guard ring in DNWELL outside PWHV space.,>=,2,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.2,-,-,Minimum space between NAT and NAT.,>=,0.74,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.3a,189,"[NOTE: Another devices mean that is interacted with NCOMP on P-type Well, PCOMP on N-type Well, (Poly2 OR COMP) interating with RES_MK, (Poly2 OR COMP) interating with CAP_MK, LVS_BJT, NW1A, PF1VA, NAT, Nwell, Pfield, Poly1, DIODE_MK and Schottky_diode (N-type Well: Nwell, NW1A and HVNWELL, P-type Well: PField, PF1VA, PWHV, HVP, HVPDDD_D and HVPDDD)]",DNWELL for 5V native NMOS is not allowed to share with another devices. (Same type devices are alloweded),-,-,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.3b,189,"[NOTE: Another devices mean that is interacted with NCOMP on P-type Well, PCOMP on N-type Well, (Poly2 OR COMP) interating with RES_MK, (Poly2 OR COMP) interating with CAP_MK, LVS_BJT, NW1A, PF1VA, NAT, Nwell, Pfield, Poly1, DIODE_MK and Schottky_diode (N-type Well: Nwell, NW1A and HVNWELL, P-type Well: PField, PF1VA, PWHV, HVP, HVPDDD_D and HVPDDD)]",((NAT and PWHV) and DNWELL) with 5V native NMOS is not allowed to share by another devices. (Same type devices are alloweded),-,-,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.3c,189,"[NOTE: Another devices mean that is interacted with NCOMP on P-type Well, PCOMP on N-type Well, (Poly2 OR COMP) interating with RES_MK, (Poly2 OR COMP) interating with CAP_MK, LVS_BJT, NW1A, PF1VA, NAT, Nwell, Pfield, Poly1, DIODE_MK and Schottky_diode (N-type Well: Nwell, NW1A and HVNWELL, P-type Well: PField, PF1VA, PWHV, HVP, HVPDDD_D and HVPDDD)]",((PWHV and DNWELL) NOT NAT) with 5V native NMOS is not allowed to contain another devices. (Same type devices are alloweded),-,-,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.3d,-,-,More than a PWHV inside DNWEL is not allowed.,-,-,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.4,-,-,"Minimum Poly2 gate dimension of MV Native NMOS (for smaller Ch-L, Ioff will be higher).",>=,1,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.5,-,-,"Min. and Max. NAT enclosure Ncomp (exclude 24V/30V ESD GGNMOS, 12V/30V ESD SCR).",=,0.26,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.6,-,-,Minimum Poly2 extend beyond (Ncomp AND NAT).,>=,0.35,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.7,-,-,Minimum NAT space to unrelated COMP (outside NAT) (excluding ESF1 HV NAT Device NHZ).,>=,0.3,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.8a,-,-,Minimum NAT space to Nwell edge (exclude 24V ESD GGNMOS).,>=,1.2,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.8c,-,-,"Minimum NAT space to NW1A (exclude 30V ESD GGNMOS, 12V/30V ESD SCR).",>=,1.2,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.8d,-,-,Minimum NAT space to PField and PF1VA (exclude 24V/30V ESD GGNMOS).,>=,0.4,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NAT.9,-,-,NAT NMOS is not allowed to stay inside or cross over a Nwell/PField/NW1A/PF1VA.,-,-,,Native Vt NMOS Common Design Rules,3.2.34.136,136,fn727147844.dita,Physical Design Rules->Analog Layout Rule Description->Native Vt NMOS Common Design Rules,
NDDD.1,-,-,Min. HVNDDD enclose COMP.,>=,1,,Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,3.2.10.15.81,81,fn22984712.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,
NDDD.2,-,-,HVNDDD resistors OR diode have to be surrounded by continuous Pplus guard ring with minimum HVNDDD to Pplus guard ring spacing.,>=,2.5,,Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,3.2.10.15.81,81,fn22984712.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,
NDDD.3,-,-,HVNDDD resistor OR diodes shall be enclosed by PWHV.,>=,4.8,,Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,3.2.10.15.81,81,fn22984712.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,
NDDD.4,-,-,HVNDDD resistor OR diodes shall be enclosed by HVNWELL.,>=,9.8,,Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,3.2.10.15.81,81,fn22984712.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,
NDDD.5,-,-,Min. HVNDDD width as a resistor.,>=,2.42,,Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,3.2.10.15.81,81,fn22984712.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,
NDDD.6,-,-,Min. HVNDDD length or width as a diode.,>=,2.42,,Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,3.2.10.15.81,81,fn22984712.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,
NDDD.7a,-,-,HVNDDD as a resistor should be covered by RES_MK. RES_MK length should be coincided with resistor length (NCOMP to NCOMP space) and width covering the width of HVNDDD (for LVS purpose).,-,-,,Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,3.2.10.15.81,81,fn22984712.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,
NDDD.7b,-,-,HVNDDD as a diode should be covered by Diode_MK. DIODE_MK HVNDDD (for LVS purposes).,-,-,,Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,3.2.10.15.81,81,fn22984712.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,
NDDD.8,-,-,Pplus intercept with HVNDDD not allowed (excluding isolated HV PNP BJT).,-,-,,Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,3.2.10.15.81,81,fn22984712.dita,Physical Design Rules->Analog Layout Rule Description->High Voltage MOSFET/DIODE/Level Shift Circuitry->Using HVNDDD as High Voltage Diode and/or High Voltage Resistor,
NDIESD.0,-,-,All N+/PField (or N+/PF1VA) Diodes should be inside DNWELL.,-,-,,N+/PField (or N+/PF1VA) Diode Design Rules,4.4.2.7.189,189,fn676587515.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->N+/PField (or N+/PF1VA) Diode Design Rules,
NDIESD.1,244,[NOTE: This rule is not coded in the DRC.],Diodes used for ESD protection shall be marked by ESD_MK.,-,-,,N+/PField (or N+/PF1VA) Diode Design Rules,4.4.2.7.189,189,fn676587515.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->N+/PField (or N+/PF1VA) Diode Design Rules,
NDIESD.2,-,-,ESD_MK must enclose PField or PF1VA.,=,0,,N+/PField (or N+/PF1VA) Diode Design Rules,4.4.2.7.189,189,fn676587515.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->N+/PField (or N+/PF1VA) Diode Design Rules,
NDIESD.3,244,[NOTE: This rule is not coded in the DRC.],N+/PField (or N+/PF1VA) diodes must be used in forward bias mode current conduction.,-,-,,N+/PField (or N+/PF1VA) Diode Design Rules,4.4.2.7.189,189,fn676587515.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->N+/PField (or N+/PF1VA) Diode Design Rules,
NDIESD.4,-,-,DIODE_MK must enclose PCOMP.,=,0,,N+/PField (or N+/PF1VA) Diode Design Rules,4.4.2.7.189,189,fn676587515.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->N+/PField (or N+/PF1VA) Diode Design Rules,
NDIESD.5(a),-,-,Min. finger width for each finger.,>=,20,,N+/PField (or N+/PF1VA) Diode Design Rules,4.4.2.7.189,189,fn676587515.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->N+/PField (or N+/PF1VA) Diode Design Rules,
NDIESD.5(b),-,-,Max. finger width for each finger.,<=,50,,N+/PField (or N+/PF1VA) Diode Design Rules,4.4.2.7.189,189,fn676587515.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->N+/PField (or N+/PF1VA) Diode Design Rules,
NDIESD.6,244,[NOTE: This rule is not coded in the DRC.],Max. number of fingers.,<=,16,,N+/PField (or N+/PF1VA) Diode Design Rules,4.4.2.7.189,189,fn676587515.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->N+/PField (or N+/PF1VA) Diode Design Rules,
NDIESD.8,244,[NOTE: This rule is not coded in the DRC.],Number of contacts in the COMP should be maximized.,-,-,,N+/PField (or N+/PF1VA) Diode Design Rules,4.4.2.7.189,189,fn676587515.dita,Reliability Guidelines->ESD Design Rules and Guidelines->High Current Behavior of ESD Device Elements and Layout Guidelines->N+/PField (or N+/PF1VA) Diode Design Rules,
NDRES.11,-,-,Ncomp Res must be enclosed by (PField or PF1VA)(outside not allowed).,-,-,,Unsalicided Ncomp Resistor Design Rules,3.2.4.1.51,51,fn992855063.dita,Physical Design Rules->Analog Layout Rule Description->Unsalicided COMP Resistor->Unsalicided Ncomp Resistor Design Rules,
NDRES.1b,-,-,Width of Ncomp Res (for accurate modelling and characterization).,>=,1,,Unsalicided Ncomp Resistor Design Rules,3.2.4.1.51,51,fn992855063.dita,Physical Design Rules->Analog Layout Rule Description->Unsalicided COMP Resistor->Unsalicided Ncomp Resistor Design Rules,
NDRES.2,-,-,Space between Ncomp Res.,>=,0.4,,Unsalicided Ncomp Resistor Design Rules,3.2.4.1.51,51,fn992855063.dita,Physical Design Rules->Analog Layout Rule Description->Unsalicided COMP Resistor->Unsalicided Ncomp Resistor Design Rules,
NDRES.3,-,-,Space from Ncomp Res to COMP in width direction.,>=,0.45,,Unsalicided Ncomp Resistor Design Rules,3.2.4.1.51,51,fn992855063.dita,Physical Design Rules->Analog Layout Rule Description->Unsalicided COMP Resistor->Unsalicided Ncomp Resistor Design Rules,
NDRES.4,-,-,Space from Ncomp Res to Poly2 in width direction.,>=,0.45,,Unsalicided Ncomp Resistor Design Rules,3.2.4.1.51,51,fn992855063.dita,Physical Design Rules->Analog Layout Rule Description->Unsalicided COMP Resistor->Unsalicided Ncomp Resistor Design Rules,
NDRES.5,-,-,Nplus enclose Ncomp Res.,>=,0.2,,Unsalicided Ncomp Resistor Design Rules,3.2.4.1.51,51,fn992855063.dita,Physical Design Rules->Analog Layout Rule Description->Unsalicided COMP Resistor->Unsalicided Ncomp Resistor Design Rules,
NDRES.6,-,-,Salicide block extend beyond Ncomp Res in width direction.,>=,0.22,,Unsalicided Ncomp Resistor Design Rules,3.2.4.1.51,51,fn992855063.dita,Physical Design Rules->Analog Layout Rule Description->Unsalicided COMP Resistor->Unsalicided Ncomp Resistor Design Rules,
NDRES.7,-,-,Space from salicide block (SAB) to (Contact on Ncomp Res).,>=,0.22,,Unsalicided Ncomp Resistor Design Rules,3.2.4.1.51,51,fn992855063.dita,Physical Design Rules->Analog Layout Rule Description->Unsalicided COMP Resistor->Unsalicided Ncomp Resistor Design Rules,
NDRES.8,-,-,Ncomp Res shall be enclosed by RES_MK marking. RES_MK length shall be coincided with length (Defined by SAB length) and width of COMP.,-,-,,Unsalicided Ncomp Resistor Design Rules,3.2.4.1.51,51,fn992855063.dita,Physical Design Rules->Analog Layout Rule Description->Unsalicided COMP Resistor->Unsalicided Ncomp Resistor Design Rules,
NDRES.9,-,-,Minimum length of Ncomp Res.,>=,1,,Unsalicided Ncomp Resistor Design Rules,3.2.4.1.51,51,fn992855063.dita,Physical Design Rules->Analog Layout Rule Description->Unsalicided COMP Resistor->Unsalicided Ncomp Resistor Design Rules,
NH.1,-,-,Min. transistor channel length (exclude cell array under Memcell_MK) (um).,>=,1,,ESF1 HV NMOS Device Design Rules (NH),3.2.43.5.149,149,fn992291089.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NMOS Device Design Rules (NH),
NH.1a,-,-,Min. transistor channel width (um).,>=,1,,ESF1 HV NMOS Device Design Rules (NH),3.2.43.5.149,149,fn992291089.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NMOS Device Design Rules (NH),
NH.2,-,-,Min. space NCOMP to PCOMP Tap.,>=,0.44,,ESF1 HV NMOS Device Design Rules (NH),3.2.43.5.149,149,fn992291089.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NMOS Device Design Rules (NH),
NH.3,-,-,Min. Pwell enclose PCOMP Tap (um).,>=,1,,ESF1 HV NMOS Device Design Rules (NH),3.2.43.5.149,149,fn992291089.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NMOS Device Design Rules (NH),
NH.4,-,-,Min. HVNWELL enclose Pwell (exclude this rule when covered by TW_MK) (um).,>=,2.8,,ESF1 HV NMOS Device Design Rules (NH),3.2.43.5.149,149,fn992291089.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NMOS Device Design Rules (NH),
NH.5,-,-,Min. ESF_MK_TYPE1 enclose to Pwell.,>=,0,,ESF1 HV NMOS Device Design Rules (NH),3.2.43.5.149,149,fn992291089.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NMOS Device Design Rules (NH),
NH.6,-,-,Min. NCOMP to NCOMP space inside Pwell (exclude cell array under Memcell_MK).,>=,0.78,,ESF1 HV NMOS Device Design Rules (NH),3.2.43.5.149,149,fn992291089.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NMOS Device Design Rules (NH),
NHPD.1,194,[NOTE: These Design Rules are not checked by DRC.],Min./Max. HV diode's anode COMP to cathode COMP space.,=,3.5,,Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules,3.2.39.142,142,fn546306595.dita,Physical Design Rules->Analog Layout Rule Description->Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules*,
NHPD.2,194,[NOTE: These Design Rules are not checked by DRC.],HV diode should be surrounded by Nplus guard ring in HVNWELL without any disconnect.,-,-,,Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules,3.2.39.142,142,fn546306595.dita,Physical Design Rules->Analog Layout Rule Description->Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules*,
NHPD.3,194,[NOTE: These Design Rules are not checked by DRC.],Min. anode PCOMP enclosure by Pplus.,>=,0.16,,Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules,3.2.39.142,142,fn546306595.dita,Physical Design Rules->Analog Layout Rule Description->Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules*,
NHPD.4a,194,[NOTE: These Design Rules are not checked by DRC.],Min./Max. COMP enclosure by Nwell.,=,1,,Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules,3.2.39.142,142,fn546306595.dita,Physical Design Rules->Analog Layout Rule Description->Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules*,
NHPD.4b,194,[NOTE: These Design Rules are not checked by DRC.],Min./Max. COMP enclosure by HVNDDD.,=,1,,Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules,3.2.39.142,142,fn546306595.dita,Physical Design Rules->Analog Layout Rule Description->Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules*,
NHPD.5,194,[NOTE: These Design Rules are not checked by DRC.],Min./Max. NCOMP enclosure by Nplus.,=,0.16,,Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules,3.2.39.142,142,fn546306595.dita,Physical Design Rules->Analog Layout Rule Description->Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules*,
NHPD.6,194,[NOTE: These Design Rules are not checked by DRC.],Minimum Anode COMP Width.,>=,0.26,,Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules,3.2.39.142,142,fn546306595.dita,Physical Design Rules->Analog Layout Rule Description->Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules*,
NHPD.7a,194,[NOTE: These Design Rules are not checked by DRC.],Minimum Cathode COMP Width and length.,>=,0.5,,Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules,3.2.39.142,142,fn546306595.dita,Physical Design Rules->Analog Layout Rule Description->Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules*,
NHPD.7b,194,[NOTE: These Design Rules are not checked by DRC.],Maximum Cathode COMP Width and length.,<=,25,,Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules,3.2.39.142,142,fn546306595.dita,Physical Design Rules->Analog Layout Rule Description->Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules*,
NHPD.8,194,[NOTE: These Design Rules are not checked by DRC.],Cathode COMP must be surrounded by Anode COMP on all sides.,-,-,,Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules,3.2.39.142,142,fn546306595.dita,Physical Design Rules->Analog Layout Rule Description->Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules*,
NHPD.9,194,[NOTE: These Design Rules are not checked by DRC.],"For handling high current for multiple HV diodes in parallel, common PWHV can be used. However, each Cathode COMP must be surrounded by the Anode COMP on all sides.",-,-,,Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules,3.2.39.142,142,fn546306595.dita,Physical Design Rules->Analog Layout Rule Description->Nwell/HVNDDD/PWHV inside HVNWELL Diode Design Rules*,
NHZ.1,-,-,Min. transistor channel length (um).,>=,1.6,,ESF1 HV NAT Device Design Rules (NHZ),3.2.43.9.151,151,fn410951338.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NAT Device Design Rules (NHZ),
NHZ.1a,-,-,Min. transistor channel width (um).,>=,1.2,,ESF1 HV NAT Device Design Rules (NHZ),3.2.43.9.151,151,fn410951338.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NAT Device Design Rules (NHZ),
NHZ.2,-,-,Min. space NCOMP to PCOMP tap (um).,>=,0.5,,ESF1 HV NAT Device Design Rules (NHZ),3.2.43.9.151,151,fn410951338.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NAT Device Design Rules (NHZ),
NHZ.3,-,-,Min. HVP enclose PCOMP tap (um).,>=,1,,ESF1 HV NAT Device Design Rules (NHZ),3.2.43.9.151,151,fn410951338.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NAT Device Design Rules (NHZ),
NHZ.4,-,-,Min. DNWELL enclose HVP.,>=,3,,ESF1 HV NAT Device Design Rules (NHZ),3.2.43.9.151,151,fn410951338.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NAT Device Design Rules (NHZ),
NHZ.5,-,-,Min. DV2_D enclose to NCOMP.,>=,0.26,,ESF1 HV NAT Device Design Rules (NHZ),3.2.43.9.151,151,fn410951338.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NAT Device Design Rules (NHZ),
NHZ.6,-,-,Min. NAT enclose to NCOMP.,>=,0.26,,ESF1 HV NAT Device Design Rules (NHZ),3.2.43.9.151,151,fn410951338.dita,Physical Design Rules->Analog Layout Rule Description->ESF1 HV and Cell Device Design Rules->ESF1 HV NAT Device Design Rules (NHZ),
