"Number","Data Layer Name","Cadence Layer Name","Cadence Layer Purpose","Layer Technology Node","Layer Status","Layer Category","Layer Sub Category","Layer Description","Design Layer","Tech Variant - Included in PDK","Customer","Layer Type","Mask Layer Sub-Type","Intermediate Layer Type","Intermediate Layer Sub-Type","GDS Number","GDS Datatype","Oasis Number","Oasis Datatype","Cadence Material Type/Qualifier","Cadence Photo Mask Color/Color State","Cadence Name OA Number","Cadence Purpose OA Number","MDP GDS Number","MDP GDS Datatype","MDP Oasis Number","MDP Oasis Datatype","MDP Layer Type","Associated Mask","Logic Definition","Layers Driving Mask Requirement","Influencing Layers","Photo Layer Short Designation","Display","Mask Number","Related LV","Extended Data Layer Name","Extended GDS Data Type","Extended GDS Number","Extended MDP GDS Data Type","Extended MDP GDS Number","Extended MDP OASIS Data Type","Extended MDP OASIS Number","Extended OASIS Data Type","Extended OASIS Number","Mask Write Boolean","Layer Specific Reference"
"LV-0000193771","LI","NIL","NIL","180BSL","Active","Design Utility",,"Interconnect to poly 2 and active regions.","No",,,"Mask",,,,"17","0",,,,,,,,,,,,,,,,,,"78",,,,,,,,,,,,
"LV-0000193769","AD","NIL","NIL","180BSL","Active","Design Utility",,"Planarization Aid.","No",,,"Mask",,,,"15","0",,,,,,,,,,,,,,,,,,"11",,,,,,,,,,,,
"LV-0000193770","POLYMEM","NIL","NIL","180BSL","Active","Common Design FEOL",,"Poly in memory area.","No",,,"Mask",,,,"16","0",,,,,,,,,,,,,,,,,,"4C",,,,,,,,,,,,
"LV-0000193792","METAL_SHIELD_VIA","NIL","NIL","180BSL","Active","Marker Enablement",,"Via for METAL_SHIELD.","No",,,"Mask",,,,"36","28",,,,,,,,,,,,,,,,,,"0S",,,,,,,,,,,,
"LV-0000193816","PIB","NIL","NIL","180BSL","Active","Common Design BEOL",,"Bondpad opening & Passivation opening.","No",,,"Mask",,,,"50","0",,,,,,,,,,,,,,,,,,"99",,,,,,,,,,,,
"LV-0000193813","DRIFT","NIL","NIL","180BSL","Active","Common Design FEOL",,"Between Drain and Gate as dielectrics to sustain high voltage for LDMOS (STI) (47,28).","No",,,"Mask",,,,"47","28",,,,,,,,,,,,,,,,,,"AA",,,,,,,,,,,,
"LV-0000193811","HVPDDD3","NIL","NIL","180BSL","Active","Design Utility",,"40V-65V N/PLDMOS drain side extension (46;28).","No",,,"Mask",,,,"46","28",,,,,,,,,,,,,,,,,,"A9",,,,,,,,,,,,
"LV-0000193812","TN","NIL","NIL","180BSL","Active","Common Design FEOL",,"TN layer.","No",,,"Mask",,,,"47","0",,,,,,,,,,,,,,,,,,"61",,,,,,,,,,,,
"LV-0000193817","HVoxide","NIL","NIL","180BSL","Active","Generated Mask",,"HVoxide layer.","No",,,"Mask",,,,"51","0",,,,,,,,,,,,,,,,,,"46",,,,,,,,,,,,
"LV-0000193818","VT_ADJ","NIL","NIL","180BSL","Active","Common Design FEOL",,"Define implant layer, lateral diffusion the dopant and adjust the Vtp.","No",,,"Mask",,,,"52","0",,,,,,,,,,,,,,,,,,"33",,,,,,,,,,,,
"LV-0000193825","UHVPBODY","NIL","NIL","180BSL","Active","Common Design FEOL",,"UHV P Body (63;28).","No",,,"Mask",,,,"63","28",,,,,,,,,,,,,,,,,,"A0",,,,,,,,,,,,
"LV-0000193823","HVN","NIL","NIL","180BSL","Active","Generated Mask",,"HVN layer.","No",,,"Mask",,,,"59","0",,,,,,,,,,,,,,,,,,"62",,,,,,,,,,,,
"LV-0000193822","LVESD","NIL","NIL","180BSL","Active","Marker ESD",,"LVESD layer.","No",,,"Mask",,,,"56","0",,,,,,,,,,,,,,,,,,"69",,,,,,,,,,,,
"LV-0000193820","HVP","NIL","NIL","180BSL","Active","Common Design FEOL",,"HVP layer.","No",,,"Mask",,,,"54","0",,,,,,,,,,,,,,,,,,"23",,,,,,,,,,,,
"LV-0000193821","Dualgate","NIL","NIL","180BSL","Active","Design Utility",,"Please refer to respective Design Manual for details.","No",,,"Mask",,,,"55","0",,,,,,,,,,,,,,,,,,"38",,,,,,,,,,,,
"LV-0000193809","HVNDDD3","NIL","NIL","180BSL","Active","Design Utility",,"40V-65V N/PLDMOS drain side extension (45;28).","No",,,"Mask",,,,"45","28",,,,,,,,,,,,,,,,,,"A8",,,,,,,,,,,,
"LV-0000193799","NLDBODY","NIL","NIL","180BSL","Active","Common Design FEOL",,"Low Rds(on) LDNMOS source regions.","No",,,"Mask",,,,"40","28",,,,,,,,,,,,,,,,,,"0V",,,,,,,,,,,,
"LV-0000193797","Ncap","NIL","NIL","180BSL","Active","Common Design FEOL",,"Implant on capacitor bottom plate and low Rs resistor for surface P-channel salicide process ONLY.","No",,,"Mask",,,,"39","0",,,,,,,,,,,,,,,,,,"50",,,,,,,,,,,,
"LV-0000193796","PLDBODY","NIL","NIL","180BSL","Active","Common Design FEOL",,"Low Rds(on) LDPMOS source regions.","No",,,"Mask",,,,"39","28",,,,,,,,,,,,,,,,,,"0U",,,,,,,,,,,,
"LV-0000193795","MEMW1","NIL","NIL","180BSL","Active","Generated Mask",,"MEMW1 layer.","No",,,"Mask",,,,"38","28",,,,,,,,,,,,,,,,,,"52",,,,,,,,,,,,
"LV-0000193801","LTCRES","NIL","NIL","180BSL","Active","Marker Enablement",,"Low TC Poly Resistor (Temperature Coefficient).","No",,,"Mask",,,,"41","28",,,,,,,,,,,,,,,,,,"0W",,,,,,,,,,,,
"LV-0000193807","METAL_SHIELD_VIA2","NIL","NIL","180BSL","Active","Marker Enablement",,"Via for METAL_SHIELD2.","No",,,"Mask",,,,"44","28",,,,,,,,,,,,,,,,,,"0Z",,,,,,,,,,,,
"LV-0000193808","Poly3","NIL","NIL","180BSL","Active","Common Design FEOL",,"Resistors and top plate of the capacitor.","No",,,"Mask",,,,"45","0",,,,,,,,,,,,,,,,,,"66",,,,,,,,,,,,
"LV-0000193805","METAL_SHIELD2","NIL","NIL","180BSL","Active","Marker Enablement",,"Shielding Metal2 (Metal above METAL_SHIELD).","No",,,"Mask",,,,"43","28",,,,,,,,,,,,,,,,,,"0Y",,,,,,,,,,,,
"LV-0000193803","HVNDDD2","NIL","NIL","180BSL","Active","Common Design FEOL",,"ISO-35V LDNMOS drain extension mask layer 42(28).","No",,,"Mask",,,,"42","28",,,,,,,,,,,,,,,,,,"0X",,,,,,,,,,,,
"LV-0000193804","Pwell","NIL","NIL","180BSL","Active","Common Design FEOL",,"N channel device substrate.","No",,,"Mask",,,,"43","0",,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,,
"LV-0000193894","HTPVT","NIL","NIL","180BSL","Active","Generated Mask",,"HTPVT layer.","No",,,"Mask",,,,"196","0",,,,,,,,,,,,,,,,,,"5G",,,,,,,,,,,,
"LV-0000193896","BuriedCavity","NIL","NIL","180BSL","Active","Marker Devices",,"Mosys 1TQ capacitor application.","No",,,"Mask",,,,"199","0",,,,,,,,,,,,,,,,,,"5H",,,,,,,,,,,,
"LV-0000193986","SiOTP","NIL","NIL","180BSL","Active","Marker Devices",,"Drawn Layer Used for Sidense OTP Cells.","No",,,"Drawn",,,,"24","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193987","ESD_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with ESD layer.","No",,,"Drawn",,,,"24","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193985","PField_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"PField_CD layer.","No",,,"Drawn",,,,"23","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193984","PField_Dummy","NIL","NIL","180BSL","Active","Fill",,"PField_Dummy layer.","No",,,"Drawn",,,,"23","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193982","PField_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"PField_SPE layer.","No",,,"Drawn",,,,"23","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193983","PField_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PField layer.","No",,,"Drawn",,,,"23","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193989","DEPL_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with DEPL layer.","No",,,"Drawn",,,,"25","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193996","TUNOX_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"TUNOX_SPE layer.","No",,,"Drawn",,,,"27","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193994","Cell_imp_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"Cell_imp_CD layer.","No",,,"Drawn",,,,"26","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193993","Cell_imp_Dummy","NIL","NIL","180BSL","Active","Fill",,"Cell_imp_Dummy layer.","No",,,"Drawn",,,,"26","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193991","Cell_imp_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"Cell_imp_SPE layer.","No",,,"Drawn",,,,"26","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193992","Cell_imp_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Cell_imp layer.","No",,,"Drawn",,,,"26","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193981","PWELL_BLK","NIL","NIL","180BSL","Active","DataPrep Marker",,"PWELL_BLK layer.","No",,,"Drawn",,,,"23","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193980","COMP_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"COMP_CD layer.","No",,,"Drawn",,,,"22","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193969","PVT_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"PVT_CD layer.","No",,,"Drawn",,,,"20","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193970","BTUB","NIL","NIL","180BSL","Active","Marker Enablement",,"Bipolar tub.","No",,,"Drawn",,,,"20","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193968","PVT_Dummy","NIL","NIL","180BSL","Active","Fill",,"PVT_Dummy layer.","No",,,"Drawn",,,,"20","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193967","PVT_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PVT layer.","No",,,"Drawn",,,,"20","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193965","NVT_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with NVT layer.","No",,,"Drawn",,,,"19","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193966","PVT_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"PVT_SPE layer.","No",,,"Drawn",,,,"20","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193971","PWHV_D","NIL","NIL","180BSL","Active","Common Design FEOL",,"High voltage Pwell.","No",,,"Drawn",,,,"21","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193973","Nwell_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Nwell layer.","No",,,"Drawn",,,,"21","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193972","Nwell_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"Nwell_SPE layer.","No",,,"Drawn",,,,"21","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193978","HVNWELL","NIL","NIL","180BSL","Active","Common Design FEOL",,"Define High Voltage NWELL for HV P-channel device.","No",,,"Drawn",,,,"22","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193979","COMP_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"COMP_SPE layer.","No",,,"Drawn",,,,"22","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193974","Nwell_Dummy","NIL","NIL","180BSL","Active","Fill",,"Nwell_Dummy layer.","No",,,"Drawn",,,,"21","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193975","Nwell_CD","NIL","NIL","180BSL","Active","Design Utility",,"Nwell_CD layer.","No",,,"Drawn",,,,"21","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193997","TUNOX_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with TUNOX layer.","No",,,"Drawn",,,,"27","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193998","TUNOX_Dummy","NIL","NIL","180BSL","Active","Fill",,"TUNOX_Dummy layer.","No",,,"Drawn",,,,"27","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194021","Nplus_Dummy","NIL","NIL","180BSL","Active","Fill",,"Nplus_Dummy layer.","No",,,"Drawn",,,,"32","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194022","Nplus_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"Nplus_CD layer.","No",,,"Drawn",,,,"32","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194020","Nplus_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Nplus layer.","No",,,"Drawn",,,,"32","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194019","Nplus_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"Nplus_SPE layer.","No",,,"Drawn",,,,"32","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194017","Pplus_CD","NIL","NIL","180BSL","Active","Design Utility",,"Pplus_CD layer.","No",,,"Drawn",,,,"31","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194018","Cu_PPI_Dummy","NIL","NIL","180BSL","Active","Fill",,"Cu_PPI_Dummy layer.","No",,,"Drawn",,,,"31","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194023","Cu_PPI_Label","NIL","NIL","180BSL","Active","Design Utility",,"Cu_PPI_Label layer.","No",,,"Drawn",,,,"32","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194025","Contact_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"Contact_SPE layer.","No",,,"Drawn",,,,"33","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194029","Contact_Bar","NIL","NIL","180BSL","Active","Common Design BEOL",,"Rectangular contact for connecting Contact and Metal1.","No",,,"Drawn",,,,"33","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194028","Contact_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"Contact_CD layer.","No",,,"Drawn",,,,"33","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194026","Contact_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Contact layer.","No",,,"Drawn",,,,"33","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194027","Contact_Dummy","NIL","NIL","180BSL","Active","Fill",,"Contact_Dummy layer.","No",,,"Drawn",,,,"33","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194016","Pplus_Dummy","NIL","NIL","180BSL","Active","Fill",,"Pplus_Dummy layer.","No",,,"Drawn",,,,"31","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194015","Pplus_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Pplus layer.","No",,,"Drawn",,,,"31","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194004","Poly1_Dummy","NIL","NIL","180BSL","Active","Fill",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Poly1 layer.","No",,,"Drawn",,,,"28","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194005","Poly1_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"Poly1_CD layer.","No",,,"Drawn",,,,"28","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194003","Poly1_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Poly1 layer.","No",,,"Drawn",,,,"28","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194002","Poly1_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"Poly1_SPE layer.","No",,,"Drawn",,,,"28","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193999","TUNOX_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"TUNOX_CD layer.","No",,,"Drawn",,,,"27","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194008","CAP_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with CAP layer.","No",,,"Drawn",,,,"29","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194007","D_CAP","NIL","NIL","180BSL","Active","Design Utility",,"ONO film stack region.","No",,,"Drawn",,,,"29","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194013","Cu_PPI_BLK","NIL","NIL","180BSL","Active","DataPrep Marker",,"Cu_PPI_BLK layer.","No",,,"Drawn",,,,"30","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194014","Pplus_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"Pplus_SPE layer.","No",,,"Drawn",,,,"31","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194012","Poly2_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"Poly2_CD layer.","No",,,"Drawn",,,,"30","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194011","Poly2_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"Poly2_SPE layer.","No",,,"Drawn",,,,"30","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193964","NTUB3","NIL","NIL","180BSL","Active","Marker Enablement",,"NTUB 3V to 3.9V.","No",,,"Drawn",,,,"18","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193963","LI_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with LI layer.","No",,,"Drawn",,,,"17","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193918","S_Contact","NIL","NIL","180BSL","Active","Common Design BEOL",,"Super Contact connects Metal1 to substrate bottom.","No",,,"Mask",,,,"230","0",,,,,,,,,,,,,,,,,,"79",,,,,,,,,,,,
"LV-0000193919","HNVT_PKT","NIL","NIL","180BSL","Active","Common Design FEOL",,"To define HVT logic and HVT SRAM HNVT PKT implant.","No",,,"Mask",,,,"232","0",,,,,,,,,,,,,,,,,,"5R",,,,,,,,,,,,
"LV-0000193917","OTPGate","NIL","NIL","180BSL","Active","Generated Mask",,"OTPGate layer.","No",,,"Mask",,,,"225","0",,,,,,,,,,,,,,,,,,"3D",,,,,,,,,,,,
"LV-0000193916","PcellVt2","NIL","NIL","180BSL","Active","Common Design FEOL",,"P cell Vt implants.","No",,,"Mask",,,,"224","0",,,,,,,,,,,,,,,,,,"5P",,,,,,,,,,,,
"LV-0000193915","NcellVt2","NIL","NIL","180BSL","Active","Common Design FEOL",,"N cell Vt implants.","No",,,"Mask",,,,"223","0",,,,,,,,,,,,,,,,,,"5N",,,,,,,,,,,,
"LV-0000193920","HPVT_PKT","NIL","NIL","180BSL","Active","Common Design FEOL",,"To define HVT logic and HVT SRAM HPVT PKT implant.","No",,,"Mask",,,,"233","0",,,,,,,,,,,,,,,,,,"5S",,,,,,,,,,,,
"LV-0000193922","MIM_ALIGN","NIL","NIL","180BSL","Active","Common Design BEOL",,"MIM aligment.","No",,,"Mask",,,,"235","0",,,,,,,,,,,,,,,,,,"8L",,,,,,,,,,,,
"LV-0000193921","P_PTHROU","NIL","NIL","180BSL","Active","Common Design FEOL",,"P-Pthrou Implamt.","No",,,"Mask",,,,"234","0",,,,,,,,,,,,,,,,,,"5Q",,,,,,,,,,,,
"LV-0000193927","M1Reverse","NIL","NIL","180BSL","Active","Common Design BEOL",,"Meta1 reverse mask to clear off the topography due to Aluminium step.","No",,,"Mask",,,,"245","0",,,,,,,,,,,,,,,,,,"7L",,,,,,,,,,,,
"LV-0000193928","NDVT","NIL","NIL","180BSL","Active","Common Design FEOL",,"1.8V or 3.3V N-channel VT implant.","No",,,"Mask",,,,"247","0",,,,,,,,,,,,,,,,,,"5V",,,,,,,,,,,,
"LV-0000193926","PolyPwell2","NIL","NIL","180BSL","Active","Common Design FEOL",,"Poly Pwell2 implant for optical device.","No",,,"Mask",,,,"244","0",,,,,,,,,,,,,,,,,,"5Y",,,,,,,,,,,,
"LV-0000193925","PolyPwell1","NIL","NIL","180BSL","Active","Common Design FEOL",,"Poly Pwell1 implant for optical device.","No",,,"Mask",,,,"243","0",,,,,,,,,,,,,,,,,,"5X",,,,,,,,,,,,
"LV-0000193923","TGM","NIL","NIL","180BSL","Active","Common Design FEOL",,"Etch and Implant on Logic Select Xtor.","No",,,"Mask",,,,"237","0",,,,,,,,,,,,,,,,,,"4B",,,,,,,,,,,,
"LV-0000193924","DNPlus","NIL","NIL","180BSL","Active","Common Design FEOL",,"To differentiate 1.8V/3.3V & 6V NSD, BJT and Resistor.","No",,,"Mask",,,,"242","0",,,,,,,,,,,,,,,,,,"5W",,,,,,,,,,,,
"LV-0000193913","ZERO_MASK","NIL","NIL","180BSL","Active","Generated Mask",,"ZERO_MASK layer.","No",,,"Mask",,,,"221","0",,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,,
"LV-0000193912","POLYFUSE","NIL","NIL","180BSL","Active","Common Design FEOL",,"POLY FUSE window.","No",,,"Mask",,,,"220","0",,,,,,,,,,,,,,,,,,"9Z",,,,,,,,,,,,
"LV-0000193902","MVNVT","NIL","NIL","180BSL","Active","Common Design FEOL",,"Vt implant at medium voltage N-region.","No",,,"Mask",,,,"205","0",,,,,,,,,,,,,,,,,,"1L",,,,,,,,,,,,
"LV-0000193900","HVGATE","NIL","NIL","180BSL","Active","Common Design FEOL",,"TEOS hard mask for DDD blocking at gate.","No",,,"Mask",,,,"203","0",,,,,,,,,,,,,,,,,,"5J",,,,,,,,,,,,
"LV-0000193897","RONO","NIL","NIL","180BSL","Active","Generated Mask",,"RONO layer.","No",,,"Mask",,,,"200","0",,,,,,,,,,,,,,,,,,"4A",,,,,,,,,,,,
"LV-0000193898","NWHV","NIL","NIL","180BSL","Active","Common Design FEOL",,"NWELL implant on high voltage area.","No",,,"Mask",,,,"201","0",,,,,,,,,,,,,,,,,,"5B",,,,,,,,,,,,
"LV-0000193905","HVPVT","NIL","NIL","180BSL","Active","Common Design FEOL",,"Vt implant at high voltage P-region.","No",,,"Mask",,,,"208","0",,,,,,,,,,,,,,,,,,"2F",,,,,,,,,,,,
"LV-0000193904","HVNVT","NIL","NIL","180BSL","Active","Common Design FEOL",,"Vt implant at high voltage N-region.","No",,,"Mask",,,,"207","0",,,,,,,,,,,,,,,,,,"1M",,,,,,,,,,,,
"LV-0000193910","HD","NIL","NIL","180BSL","Active","Common Design FEOL",,"PFET well tailoring implant for 1.7nm device.","No",,,"Mask",,,,"218","0",,,,,,,,,,,,,,,,,,"19",,,,,,,,,,,,
"LV-0000193911","GD","NIL","NIL","180BSL","Active","Design Utility",,"1.7nm gate oxide thickness control.","No",,,"Mask",,,,"219","0",,,,,,,,,,,,,,,,,,"37",,,,,,,,,,,,
"LV-0000193908","HVaractor","NIL","NIL","180BSL","Active","Common Design FEOL",,"Hyper varatcor is to add extra implant on PN varatcor.","No",,,"Mask",,,,"214","0",,,,,,,,,,,,,,,,,,"5M",,,,,,,,,,,,
"LV-0000193906","NDRES","NIL","NIL","180BSL","Active","Marker Devices",,"SAB active N+ resistor tunning.","No",,,"Mask",,,,"209","0",,,,,,,,,,,,,,,,,,"7K",,,,,,,,,,,,
"LV-0000193907","DVNVT","NIL","NIL","180BSL","Active","Common Design FEOL",,"Regular I/O NFET Vt adjust implant.","No",,,"Mask",,,,"211","0",,,,,,,,,,,,,,,,,,"5K",,,,,,,,,,,,
"LV-0000193929","Pcomp","NIL","NIL","180BSL","Active","Design Utility",,"P channel gate area.","No",,,"Drawn",,,,"2","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193930","Ncomp","NIL","NIL","180BSL","Active","Design Utility",,"N channel gate area.","No",,,"Drawn",,,,"3","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193952","Zener_Nimp_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Zener_Nimp layer.","No",,,"Drawn",,,,"13","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193953","HVLDNSD","NIL","NIL","180BSL","Active","Common Design FEOL",,"HVLDNMOS Drain Extension.","No",,,"Drawn",,,,"13","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193951","DNWELL_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"DNWELL_CD layer.","No",,,"Drawn",,,,"12","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193950","DNWELL_Dummy","NIL","NIL","180BSL","Active","Fill",,"DNWELL_Dummy layer.","No",,,"Drawn",,,,"12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193948","DNWELL_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"DNWELL_SPE layer.","No",,,"Drawn",,,,"12","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193949","DNWELL_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with DNWELL layer.","No",,,"Drawn",,,,"12","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193954","LVLDPSD","NIL","NIL","180BSL","Active","Design Utility",,"LVLDPMOS Drain Extension.","No",,,"Drawn",,,,"14","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193956","AV_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with AV layer.","No",,,"Drawn",,,,"14","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193955","HVDNW_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"HVDNW_CD layer.","No",,,"Drawn",,,,"14","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193961","POLYMEM_Dummy","NIL","NIL","180BSL","Active","Fill",,"POLYMEM_Dummy layer.","No",,,"Drawn",,,,"16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193962","PTUB3","NIL","NIL","180BSL","Active","Marker Enablement",,"PTUB 3V to 3.9V.","No",,,"Drawn",,,,"17","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
