"Number","Data Layer Name","Cadence Layer Name","Cadence Layer Purpose","Layer Technology Node","Layer Status","Layer Category","Layer Sub Category","Layer Description","Design Layer","Tech Variant - Included in PDK","Customer","Layer Type","Mask Layer Sub-Type","Intermediate Layer Type","Intermediate Layer Sub-Type","GDS Number","GDS Datatype","Oasis Number","Oasis Datatype","Cadence Material Type/Qualifier","Cadence Photo Mask Color/Color State","Cadence Name OA Number","Cadence Purpose OA Number","MDP GDS Number","MDP GDS Datatype","MDP Oasis Number","MDP Oasis Datatype","MDP Layer Type","Associated Mask","Logic Definition","Layers Driving Mask Requirement","Influencing Layers","Photo Layer Short Designation","Display","Mask Number","Related LV","Extended Data Layer Name","Extended GDS Data Type","Extended GDS Number","Extended MDP GDS Data Type","Extended MDP GDS Number","Extended MDP OASIS Data Type","Extended MDP OASIS Number","Extended OASIS Data Type","Extended OASIS Number","Mask Write Boolean","Layer Specific Reference"
"LV-0000106701","8TSRAM_MK","NIL","NIL","130G-LP","Active","Design SRAM",,"8TSRAM marking layer.","No",,,"Drawn",,,,"23","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106703","9V_MK","NIL","NIL","130G-LP","Active","Design Utility",,"Marking layer for 9V to 9.9V region.","No",,,"Drawn",,,,"52","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106704","ANTIFUSE_MK","ANTIFUSE_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for ANTIFUSE.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"60","17",,,,,172,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106708","DEV_NF_MK","DEV_NF_MK","marking","130G-LP","Active","Marker Devices",,"Marking layer for mulit fingers unit devices for DRC, LVS purposes.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"38","17",,,,,154,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106706","CAP_MK_TYPE1","NIL","NIL","130G-LP","Active","Marker Devices",,"Marker for capacitor type 1.","No",,,"Drawn",,,,"62","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106707","CAP_MK_TYPE2","NIL","NIL","130G-LP","Active","Marker Devices",,"Marker for capacitor type 2 (75;17).","No",,,"Drawn",,,,"75","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106897","TW_MK_TYPE1","TW_MK_TYPE1","marking","130G-LP","Active","Design Utility",,"Marking layer for Two different n-type WELL inside the same DNWELL.","Yes","DM-000064;DM-000282;DM-000450",,"Drawn",,,,"89","17",,,,,89,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106699","85V_MK","85V_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for 85V to 85.9V (74;17).","Yes","DM-000282",,"Drawn",,,,"74","17",,,,,407,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000185900","ESD_STK","ESD_STK","marking","130G-LP","Active","Marker ESD",,"Stack ESD device for LVS marking.","Yes","DM-000282",,"Drawn",,,,"243","39",,,,,806,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000185547","CLHERE","CLHERE","drawing","130G-LP","Active","Marker Enablement",,"SLM PAD1 location tracking.","Yes","DM-000064;DM-000211;DM-000249;DM-000282;DM-000288;DM-000428;DM-000429;DM-000465;YI-108-DR001;YI-108-DR015;YI-108-DR016;YI-108-DR017;YI-108-DR068;YI-129-DR003;YI-142-DR001;YI-154-DR001;YI-154-DR002;YI-158-DR002;YI-163-DR001;YI-163-DR002;DM-000450",,"Drawn",,,,"102","52",,,,,804,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000185548","SLMOUTLINE","SLMOUTLINE","drawing","130G-LP","Active","Marker Enablement",,"SLM macro boundary.","Yes","DM-000064;DM-000211;DM-000249;DM-000282;DM-000288;DM-000428;DM-000429;DM-000465;YI-108-DR001;YI-108-DR015;YI-108-DR016;YI-108-DR017;YI-108-DR068;YI-129-DR003;YI-142-DR001;YI-154-DR001;YI-154-DR002;YI-158-DR002;YI-163-DR001;YI-163-DR002;DM-000450",,"Drawn",,,,"199","39",,,,,805,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106698","6V_MK","NIL","NIL","130G-LP","Active","Design Utility",,"Marking layer for 6V to 6.9V region.","No",,,"Drawn",,,,"52","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106691","36V_MK","36V_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for 36V devices.","Yes","DM-000064;DM-000211;DM-000249;DM-000282;DM-000450",,"Drawn",,,,"76","17",,,,,185,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106689","32V_MK","NIL","NIL","130G-LP","Active","Design Utility",,"Marking layer for 32V to 32.9V region.","No",,,"Drawn",,,,"52","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106690","35V_MK","NIL","NIL","130G-LP","Active","Design Utility",,"Marking layer for 35V to 35.9V region.","No",,,"Drawn",,,,"25","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106692","3V_HV_MK","NIL","NIL","130G-LP","Active","Design Utility",,"Marking layer for 3.3V potential difference region.","No",,,"Drawn",,,,"52","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106694","50V_MK","50V_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for 50V devices.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"34","17",,,,,151,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106693","40V_MK","40V_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for 40V devices.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"33","17",,,,,150,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106697","65V_MK","65V_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for 65V to 65.9V.","Yes","DM-000282",,"Drawn",,,,"35","17",,,,,406,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106695","5V_MK","5V_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for 5V devices.","Yes","DM-000064;DM-000282;YI-158-DR002;DM-000450",,"Drawn",,,,"52","5",,,,,410,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106709","DEV_WF_MK","NIL","NIL","130G-LP","Active","Design Utility",,"Marker on layout for fab unique purpose (128;17).","No",,,"Drawn",,,,"128","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106711","DIODE_MK_TYPE2","DIODE_MK_TYPE2","marking","130G-LP","Active","Marker Devices",,"Free Zener marking layer for standard 1.5V/5V process.","Yes","DM-000064;DM-000282;DM-000450",,"Drawn",,,,"80","17",,,,,29,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106710","DIODE_MK_TYPE1","DIODE_MK_TYPE1","marking","130G-LP","Active","Marker Devices",,"Free Zener marking layer for high Voltage process with Ultra low Rdson Devices.","Yes","DM-000064;DM-000282;DM-000450",,"Drawn",,,,"79","17",,,,,28,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106725","ESF_MK_TYPE1","ESF_MK_TYPE1","marking","130G-LP","Active","Marker Devices",,"Marking layer for ESF1 HV NMOS.","Yes","DM-000064;DM-000282",,"Drawn",,,,"126","17",,,,,704,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106723","ESD_Source","NIL","NIL","130G-LP","Active","Marker ESD",,"ESD Source mark used for verification.","No",,,"Drawn",,,,"24","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106724","ESD_WAIVE_MK","ESD_WAIVE_MK","marking","130G-LP","Active","Design Utility",,"Marking layer to enclose PAD or ESD circuit where ESD rule check is not required.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-108-DR068;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"15","17",,,,,77,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106726","FLTM_WVR_MK","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marker for ERC waiver on floating metal rules (129;17).","No",,,"Drawn",,,,"129","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106728","FUSEMARK","FUSEMARK","marking","130G-LP","Active","Marker Devices",,"Fuse Mark.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-129-DR003;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"153","5",,,,,94,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106727","FTP_MK","NIL","NIL","130G-LP","Active","Marker Devices",,"Marker for NVM FTP IP (Few Times Programmable).","No",,,"Drawn",,,,"63","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106731","G1Cell3","G1Cell3","drawing","130G-LP","Active","Design SRAM",,"SRAM Mark for G1Cell3.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;DM-000450",,"Drawn",,,,"103","5",,,,,103,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106729","G1Cell1","G1Cell1","drawing","130G-LP","Active","Design SRAM",,"SRAM Mark for G1Cell1.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-129-DR003;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"101","5",,,,,101,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106730","G1Cell2","G1Cell2","drawing","130G-LP","Active","Design SRAM",,"SRAM Mark for G1Cell2.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"102","5",,,,,102,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106722","ESD_MK","ESD_MK","marking","130G-LP","Active","Marker ESD",,"Marking layer on ESD protection device.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-108-DR068;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"24","5",,,,,72,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106721","ESD_HBM_MK","NIL","NIL","130G-LP","Active","Marker ESD",,"Placed over ESD Human Body Model (HBM) structures connected to a pad and used for checking.","No",,,"Drawn",,,,"37","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106714","DRC_BJT","DRC_BJT","marking","130G-LP","Active","Design Utility",,"BJT Mark for DRC purpose.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR068;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"127","5",,,,,119,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106712","DRC10","NIL","NIL","130G-LP","Active","Design Utility",,"To mark 10V structures.","No",,,"Drawn",,,,"779","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000187597","G_extsrot","NIL","NIL","130G-LP","Active","Design Utility",,"General Extsrotation.","No",,,"Drawn",,,,"60","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000187595","Phaseshift_Blk","NIL","NIL","130G-LP","Active","Design Utility",,"Marker for Phaseshift_Blk.","No",,,"Drawn",,,,"162","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000187596","NSinker_Label","NIL","NIL","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with NSinker layer.","No",,,"Drawn",,,,"122","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106899","V12_XTOR","NIL","NIL","130G-LP","Active","Design Utility",,"Marking layer for 12V  device.","No",,,"Drawn",,,,"129","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106901","V32_XTOR","NIL","NIL","130G-LP","Active","Design Utility",,"Define 32V Transistor Marking layer.","No",,,"Drawn",,,,"136","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106900","V16_XTOR","V16_XTOR","marking","130G-LP","Active","Design Utility",,"Define HV 16V Transistor Marking layer.","Yes","DM-000064;DM-000282;YI-108-DR001;DM-000450",,"Drawn",,,,"79","5",,,,,181,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106902","V5_XTOR","V5_XTOR","marking","130G-LP","Active","Design Utility",,"Define 5V Transistor Marking layer.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"112","1",,,,,174,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106903","VAR_MK","NIL","NIL","130G-LP","Active","Marker Devices",,"Marking layer for varactor.","No",,,"Drawn",,,,"24","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106921","LVS_LPNP","NIL","NIL","130G-LP","Active","Design Utility",,"Lateral PNP LVS Mark","No",,,"Drawn",,,,"118","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107102","Metal8_Res","RES_MRK","TOP_MET","130G-LP","Active","Design Utility",,"Metal 8 Resistor.","Yes","DM-000064;DM-000282;DM-000450",,"Drawn",,,,"110","18",,,,,110,19,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107162","PA_MK","NIL","NIL","130G-LP","Active","Marker Enablement",,"eMemory Technology Phantom.","No",,,"Drawn",,,,"159","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107160","PA_MK_DOL","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marking layer of IP merge for Dolphin Integration Phantom.","No",,,"Drawn",,,,"159","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107161","PA_MK_GF","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marking layer for GF Phantom.","No",,,"Drawn",,,,"159","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107163","PA_MK_QCL","NIL","NIL","130G-LP","Active","Marker Enablement",,"QualCore Phantom.","No",,,"Drawn",,,,"159","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107165","PA_MK_SST","PA_MK_SST","marking","130G-LP","Active","Marker Devices",,"Marker for IP Merge for SST Phantom.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"159","18",,,,,52,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107164","PA_MK_S3","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marking layer for 0.13um/0.18um for S3 Phantom.","No",,,"Drawn",,,,"159","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107168","PA_MK_VER","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marking layer for Verisilicon Phantom.","No",,,"Drawn",,,,"159","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107166","PA_MK_ST","NIL","NIL","130G-LP","Active","Marker Enablement",,"Socle Tech Phantom.","No",,,"Drawn",,,,"159","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107167","PA_MK_TC","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marking layer for True Circuits Phantom.","No",,,"Drawn",,,,"159","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107159","PA_MK_COC","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marking layer for Cosmic Circuits Phantom.","No",,,"Drawn",,,,"159","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107158","PA_MK_CI","NIL","NIL","130G-LP","Active","Marker Enablement",,"ChipIdea Phantom.","No",,,"Drawn",,,,"159","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107151","PAMK_SLI","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marking layer for 65nm/55nm/40nm IP merge for Silicon Library.","No",,,"Drawn",,,,"41","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107149","PAMK_GF","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marking layer for 90nm/65nm/45nm IP merge for GLOBALFOUNDRIES Phantom.","No",,,"Drawn",,,,"200","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107150","PAMK_QCL","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marking layer of 90nm/65nm/45nm IP merge for QualCore Logic Phantom.","No",,,"Drawn",,,,"200","89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107152","PAMK_SOT","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marking layer of 90nm/65nm/45nm IP merge for Socle Tech Phantom.","No",,,"Drawn",,,,"200","91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107154","PAMK_TRC","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marking layer of 90nm/65nm/45nm IP merge for TRC Phantom.","No",,,"Drawn",,,,"200","93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107153","PAMK_SST","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marking layer for 55LPe IP merge for SST phantom.","No",,,"Drawn",,,,"41","206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107157","PA_MK_APS","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marker for APLUS Phantom.","No",,,"Drawn",,,,"159","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107155","PAMK_VER","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marking layer of 90nm/65nm/45nm IP merge for Verisilicon Phantom.","No",,,"Drawn",,,,"200","97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107156","PA_MK_AB","NIL","NIL","130G-LP","Active","Marker Enablement",,"AnalogBits Phantom.","No",,,"Drawn",,,,"159","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106713","DRC22","NIL","NIL","130G-LP","Active","Design Utility",,"It is to to mark >22V structures. If DRC22 touches or crosses a Deep Nwell polygon,the Deep Nwell is treated as > 22V <=32V.","No",,,"Drawn",,,,"133","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106715","DUMWL_MK","DUMWL_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for Dummy WL in Cell Array.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"67","17",,,,,20,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106717","ELMD2_MK","ELMD2_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for Drain SAB 5V MOS and Source Drain SAB 5V NMOS.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"19","17",,,,,175,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106716","EFUSE_MK","EFUSE_MK","marking","130G-LP","Active","Marker Devices",,"Marking layer for eFuse.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"80","5",,,,,71,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106720","ESD_Drain","NIL","NIL","130G-LP","Active","Marker ESD",,"ESD Drain mark used for verification.","No",,,"Drawn",,,,"24","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106718","ELMD_MK","NIL","NIL","130G-LP","Active","Design Utility",,"Marking layer for Extended LDD MOS (ELxMOS) Drain.","No",,,"Drawn",,,,"18","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106719","ESD_CLAMP_MK","ESD_CLAMP_MK","marking","130G-LP","Active","Marker ESD",,"Marking layer to identify ESD Clamp devices.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"16","17",,,,,78,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106778","LVS_65V","NIL","NIL","130G-LP","Active","Design Utility",,"LVS marker to identify 65V devices (123;17).","No",,,"Drawn",,,,"123","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106780","LVS_DONUT","LVS_DONUT","marking","130G-LP","Active","Design Utility",,"Marker for donut shaped layer for LVS calculation.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"55","17",,,,,173,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106779","LVS_BJT","LVS_BJT","marking","130G-LP","Active","Design Utility",,"BJT Mark.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-108-DR068;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"118","5",,,,,118,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106839","MOS_MK_TYPE4","MOS_MK_TYPE4","marking","130G-LP","Active","Design Utility",,"Marking layer for HVMOS With Parasitic HV BJT.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"73","17",,,,,182,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106837","MOS_MK_TYPE2","MOS_MK_TYPE2","marking","130G-LP","Active","Design Utility",,"Define improved leakage 5V PMOS device.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"53","17",,,,,179,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106838","MOS_MK_TYPE3","MOS_MK_TYPE3","marking","130G-LP","Active","Design Utility",,"Define Asymmetric 5V MOSFET device.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"64","17",,,,,180,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106841","MOS_SOURCE_TYPE1","MOS_SOURCE_TYPE1","marking","130G-LP","Active","Design Utility",,"Maker for MOSFET Source.","Yes","DM-000064;DM-000282;DM-000450",,"Drawn",,,,"154","51",,,,,411,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106843","MS_EXCL","MS_EXCL","marking","130G-LP","Active","DataPrep Marker",,"Metal slot exclude Marking layer.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-129-DR003;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"154","5",,,,,114,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106842","MSTNDMY","NIL","NIL","130G-LP","Active","Fill",,"Marker to block METAL_STRAP_DUMMY fill (162;17).","No",,,"Drawn",,,,"162","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106846","MTS_EXCL","MTS_EXCL","marking","130G-LP","Active","Design Utility",,"Metal Top slot exclude Marking layer.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;DM-000450",,"Drawn",,,,"154","20",,,,,138,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106844","MTNDMY","NIL","NIL","130G-LP","Active","Fill",,"Dummy MetalTop exclude layer.","No",,,"Drawn",,,,"152","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106836","MOS_MK_TYPE1","MOS_MK_TYPE1","marking","130G-LP","Active","Design Utility",,"High Gain MOSFET.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"151","51",,,,,157,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106835","MOS_CAP_MK","MOS_CAP_MK","marking","130G-LP","Active","Design Utility",,"MOS Capacitor LVS Mark.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"166","5",,,,,113,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106828","MOM_M3_MK","MOM_M3_MK","marking","130G-LP","Active","Design Utility",,"Marking Layer for Interdigitated MOM Capacitor area of Metal3.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;DM-000450",,"Drawn",,,,"42","17",,,,,164,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106826","MOM_M1_MK","MOM_M1_MK","marking","130G-LP","Active","Design Utility",,"Marking Layer for Interdigitated MOM Capacitor area of Metal1.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;DM-000450",,"Drawn",,,,"40","17",,,,,162,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106827","MOM_M2_MK","MOM_M2_MK","marking","130G-LP","Active","Design Utility",,"Marking Layer for Interdigitated MOM Capacitor area of Metal2.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;DM-000450",,"Drawn",,,,"41","17",,,,,163,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106829","MOM_M4_MK","MOM_M4_MK","marking","130G-LP","Active","Design Utility",,"Marking Layer for Interdigitated MOM Capacitor area of Metal4.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;DM-000450",,"Drawn",,,,"43","17",,,,,165,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106831","MOM_M6_MK","MOM_M6_MK","marking","130G-LP","Active","Design Utility",,"Marking Layer for Interdigitated MOM Capacitor area of Metal6.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;DM-000450",,"Drawn",,,,"49","17",,,,,167,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106830","MOM_M5_MK","MOM_M5_MK","marking","130G-LP","Active","Design Utility",,"Marking Layer for Interdigitated MOM Capacitor area of Metal5.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;DM-000450",,"Drawn",,,,"44","17",,,,,166,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000187557","7V_MK","7V_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for 7V devices.","Yes",,,"Drawn",,,,"261","39",,,,,812,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106482","Pad_Label","Pad_Label","label","130G-LP","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Pad layer.","Yes","DM-000282",,"Drawn",,,,"37","10",,,,,37,237,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107169","PA_MK_YMC","NIL","NIL","130G-LP","Active","Marker Enablement",,"Marker for YMC Phantom (IP Merge) (159;21).","No",,,"Drawn",,,,"159","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107171","10V_MK","10V_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for 10V devices.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"29","17",,,,,144,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107170","PHL","NIL","NIL","130G-LP","Active","Marker Enablement",,"Arm Phantom.","No",,,"Drawn",,,,"159","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194524","HRES_1K_MK","HRES_1K_MK","marking","130G-LP","Active","Design Utility",,"Marker for 1K HRES Resistor.","Yes","DM-000450",,"Drawn",,,,"142","17",,,,,721,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000185955","MOS_MK_TYPE5","MOS_MK_TYPE5","marking","130G-LP","Active","Marker Devices",,"Define 7 terminal fully isolated 1.5V / 5V PMOS.","Yes","DM-000282;DM-000450",,"Drawn",,,,"83","17",,,,,807,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194494","SRAM_ATV0","SRAM_ATV0","marking","130G-LP","Active","Design SRAM",,"SRAM marker layer for Automotive Grade 0.","Yes","DM-000282",,"Drawn",,,,"256","297",,,,,707,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194525","HRES_2K_MK","HRES_2K_MK","marking","130G-LP","Active","Design Utility",,"Marker for 2K HRES Resistor.","Yes","DM-000450",,"Drawn",,,,"143","17",,,,,722,6,,,,,,,,,,,,,,,,,,,,,,,,
